Sample_ID,Severity,Sample_Type,Short_Description,Description
SYNTH_5436,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5437,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5438,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5439,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5440,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5441,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5442,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5443,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5444,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5445,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5446,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5447,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5448,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5449,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5450,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5451,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5452,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5453,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5454,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5455,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5456,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5457,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5458,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5459,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5460,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5461,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5462,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5463,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5464,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5465,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5466,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5467,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5468,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5469,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5470,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5471,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5472,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5473,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5474,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5475,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5476,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5477,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5478,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5479,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5480,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5481,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5482,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5483,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5484,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5485,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5486,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5487,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5488,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5489,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5490,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5491,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5492,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5493,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5494,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5495,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5496,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5497,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5498,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5499,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5500,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5501,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5502,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5503,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5504,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5505,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5506,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5507,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5508,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5509,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5510,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5511,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5512,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5513,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5514,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5515,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5516,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5517,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5518,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5519,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5520,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5521,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5522,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5523,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5524,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5525,4,Synthetic,Synthetic sample for severity 4,This is a synthetic sample generated by SMOTE for severity level 4
SYNTH_5526,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5527,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5528,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5529,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5530,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5531,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5532,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5533,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5534,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5535,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5536,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5537,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5538,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5539,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5540,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5541,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5542,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5543,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5544,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5545,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
SYNTH_5546,5,Synthetic,Synthetic sample for severity 5,This is a synthetic sample generated by SMOTE for severity level 5
